date_t,order,symbol,size,price,fillprice,slippage,slippage_percent,provider,protocol
"2018-03-07 14:50:04.1410",13363653,GBPUSD,100000,1.38818,1.38818,0,0,divisa_nz_j_2,hotspot
"2018-03-08 07:38:00.2440",13372484,GBPUSD,100000,1.39033,1.39033,0,0,divisa_nz_j_2,hotspot
"2018-03-12 12:53:00.2660",13511679,EURUSD,100000,1.22969,1.22969,0,0,divisa_nz_j_2,hotspot
"2017-08-15 15:28:11.2000",9560946,NZDUSD,1000,0.72423,0.72423,0,0,divisauk_1,primexm_fix44
"2018-03-13 11:46:37.2800",13527735,EURUSD,100000,1.23415,1.23415,0,0,divisa_nz_j_2,hotspot
"2017-08-15 15:53:05.3900",9561326,GBPUSD,1000,1.28604,1.28604,0,0,divisa_m,mahi
"2017-08-15 19:02:47.1580",9563529,USDCAD,1000,1.27572,1.27572,0,0,divisauk_1,primexm_fix44
"2018-02-27 23:29:00.2750",13251500,EURUSD,100000,1.22359,1.22359,0,0,divisa_nz_j_2,hotspot
"2018-02-28 14:33:00.4460",13263744,EURUSD,100000,1.22276,1.22276,0,0,divisa_nz_j_2,hotspot
"2018-03-01 10:26:00.1670",13278436,EURUSD,90000,1.21906,1.21906,0,0,divisa_nz_j_2,hotspot
"2018-03-01 17:08:00.1100",13288494,EURUSD,100000,1.22166,1.22166,0,0,divisa_nz_j_2,hotspot
"2018-03-02 06:37:52.1040",13297057,EURUSD,10000,1.22669,1.22669,0,0,divisa_nz_j_2,hotspot
"2018-03-05 01:10:00.1490",13312220,EURUSD,100000,1.23334,1.23334,0,0,divisa_nz_j_2,hotspot
"2018-03-07 20:38:00.5810",13369344,GBPUSD,100000,1.39013,1.39013,0,0,divisa_nz_j_2,hotspot
"2018-03-08 19:47:39.1360",13389648,GBPUSD,100000,1.38177,1.38177,0,0,divisa_nz_j_2,hotspot
"2018-03-09 13:44:45.0700",13405470,GBPUSD,100000,1.38134,1.38134,0,0,divisa_nz_j,fxcm_fm
"2018-03-12 19:18:00.3610",13517106,USDCHF,100000,0.9467,0.9467,0,0,divisa_nz_j_2,hotspot
"2017-08-15 12:44:17.9760",9554763,EURUSD,1000,1.16985,1.16985,0,0,divisauk_1,primexm_fix44
"2018-03-13 06:11:31.0390",13520480,EURUSD,100000,1.23304,1.23304,0,0,divisa_nz_j_2,hotspot
"2017-08-15 15:35:26.9700",9561051,USDCAD,1000,1.27603,1.27603,0,0,divisa_m,mahi
"2018-03-13 13:13:30.4980",13533316,EURGBP,100000,0.88622,0.88622,0,0,divisa_nz_j_2,hotspot
"2017-08-15 17:19:27.3490",9562665,USDCHF,2000,0.97177,0.97177,0,0,divisauk_1,primexm_fix44
